frame,landmark,x,y,visibility
3,27,0.16836123168468475,0.6783851385116577,0.9806774854660034
3,28,0.1451500505208969,0.6339760422706604,0.6467970609664917
3,29,0.1585163027048111,0.6865559816360474,0.9112330675125122
3,30,0.13586077094078064,0.6404278874397278,0.3892922103404999
3,31,0.17013098299503326,0.6990134716033936,0.9783281087875366
3,32,0.15076294541358948,0.672401487827301,0.6849372386932373
4,0,0.24460375308990479,0.380398690700531,0.999782919883728
4,1,0.2481306493282318,0.3734455108642578,0.9993008971214294
4,2,0.25107428431510925,0.37326177954673767,0.9992074966430664
4,3,0.2539677321910858,0.37309300899505615,0.9994481801986694
4,4,0.23683127760887146,0.37317195534706116,0.9996126294136047
4,5,0.23247292637825012,0.3730720579624176,0.9996238350868225
4,6,0.22838541865348816,0.3729395866394043,0.9997227787971497
4,7,0.249185711145401,0.3759056329727173,0.9995135068893433
4,8,0.21744202077388763,0.3754587471485138,0.999430775642395
4,9,0.24674096703529358,0.3872562646865845,0.9998663663864136
4,10,0.23492497205734253,0.3871248960494995,0.9998937249183655
4,11,0.2764602303504944,0.4224187731742859,0.999963104724884
4,12,0.1623723804950714,0.41084569692611694,0.9999563694000244
4,13,0.2985773980617523,0.48438072204589844,0.863316535949707
4,14,0.09653029590845108,0.43263116478919983,0.9825442433357239
4,15,0.2789510190486908,0.4677932560443878,0.960180401802063
4,16,0.09865039587020874,0.4882340431213379,0.9812015295028687
4,17,0.2751106023788452,0.46422693133354187,0.9650260210037231
4,18,0.09043216705322266,0.5034995079040527,0.96698397397995
4,19,0.2732919752597809,0.4557894766330719,0.9693619012832642
4,20,0.1012011244893074,0.5038979649543762,0.9709838628768921
4,21,0.27241551876068115,0.456575870513916,0.9434611201286316
4,22,0.10823120176792145,0.4995959997177124,0.9561262726783752
4,23,0.2203342765569687,0.5244172215461731,0.9998297691345215
4,24,0.15900512039661407,0.5134409666061401,0.9998096227645874
4,25,0.20447565615177155,0.6022931933403015,0.9209842681884766
4,26,0.19069112837314606,0.5755817890167236,0.9549782276153564
4,27,0.16654105484485626,0.6695849299430847,0.9478181004524231
4,28,0.1597655713558197,0.6498873233795166,0.6448179483413696
4,29,0.1586076021194458,0.6785478591918945,0.8543794751167297
4,30,0.1529254913330078,0.6582223176956177,0.3781502842903137
4,31,0.16662248969078064,0.6950491666793823,0.9475603699684143
4,32,0.16318641602993011,0.6846849918365479,0.6790958642959595
5,0,0.24078749120235443,0.3720286786556244,0.9997913241386414
5,1,0.2448895275592804,0.3653664290904999,0.999318540096283
5,2,0.24840949475765228,0.36539915204048157,0.9992244243621826
5,3,0.25116080045700073,0.36532315611839294,0.9994649291038513
5,4,0.2333381623029709,0.36516788601875305,0.999620795249939
5,5,0.22931338846683502,0.36517107486724854,0.9996320605278015
5,6,0.22522467374801636,0.3651092052459717,0.9997283220291138
5,7,0.2481435388326645,0.3687862753868103,0.9995205402374268
5,8,0.21527788043022156,0.36820563673973083,0.999414324760437
5,9,0.24377694725990295,0.37862035632133484,0.999872624874115
5,10,0.23172061145305634,0.3789542019367218,0.9998974800109863
5,11,0.2783944308757782,0.4147801399230957,0.9999659061431885
5,12,0.1615026295185089,0.40482938289642334,0.9999589920043945
5,13,0.30389025807380676,0.47370365262031555,0.8756146430969238
5,14,0.09707903861999512,0.4287574291229248,0.9824443459510803
5,15,0.2789602279663086,0.4715506434440613,0.9635011553764343
5,16,0.10372675955295563,0.4853883385658264,0.9816641807556152
5,17,0.26937395334243774,0.47128838300704956,0.967414379119873
5,18,0.09539376199245453,0.5011239051818848,0.9675593376159668
5,19,0.2678770124912262,0.4625517725944519,0.9714083075523376
5,20,0.10652564465999603,0.5005716681480408,0.9715158939361572
5,21,0.2693697512149811,0.4624156057834625,0.9470258355140686
5,22,0.1135290116071701,0.49586325883865356,0.9564118981361389
5,23,0.22209925949573517,0.5171718001365662,0.9998064041137695
5,24,0.1606665551662445,0.5076175332069397,0.9997913241386414
5,25,0.2004459649324417,0.5964227914810181,0.860235869884491
5,26,0.19136060774326324,0.5735622048377991,0.9348660707473755
5,27,0.16025295853614807,0.67075115442276,0.9146714210510254
5,28,0.1688869744539261,0.6616146564483643,0.6428117156028748
5,29,0.14975781738758087,0.6811479926109314,0.8094112277030945
5,30,0.16134461760520935,0.6706177592277527,0.36953142285346985
5,31,0.16829729080200195,0.6951479911804199,0.9181097149848938
5,32,0.1740984320640564,0.688010036945343,0.6739267706871033
6,0,0.2387153059244156,0.36753830313682556,0.9998087286949158
6,1,0.24262535572052002,0.3600888252258301,0.9993768930435181
6,2,0.24634027481079102,0.3600640892982483,0.9992902278900146
6,3,0.24909323453903198,0.35993918776512146,0.9995110034942627
6,4,0.2312670797109604,0.3600406348705292,0.9996542930603027
6,5,0.22708046436309814,0.36001354455947876,0.9996652603149414
6,6,0.22281001508235931,0.3599417805671692,0.9997530579566956
6,7,0.24709150195121765,0.36317169666290283,0.9995608925819397
6,8,0.2130317986011505,0.36367741227149963,0.9994629621505737
6,9,0.24207833409309387,0.3748072385787964,0.9998831748962402
6,10,0.22977489233016968,0.37481996417045593,0.999906063079834
6,11,0.27957794070243835,0.40966227650642395,0.9999688863754272
6,12,0.15840521454811096,0.4027678966522217,0.9999627470970154
6,13,0.30699318647384644,0.46742576360702515,0.8818318843841553
6,14,0.09895029664039612,0.42952290177345276,0.9810420870780945
6,15,0.2726364731788635,0.47203493118286133,0.96012282371521
6,16,0.11208048462867737,0.48506808280944824,0.9812615513801575
6,17,0.25951141119003296,0.47673553228378296,0.9604756832122803
6,18,0.1048869788646698,0.5008354187011719,0.9672409892082214
6,19,0.2562120258808136,0.4719231128692627,0.9649093747138977
6,20,0.11517785489559174,0.4982142448425293,0.9712143540382385
6,21,0.2592081129550934,0.470351904630661,0.9384996294975281
6,22,0.12123316526412964,0.49329760670661926,0.955619752407074
6,23,0.22568458318710327,0.5153448581695557,0.9998221397399902
6,24,0.16401787102222443,0.5076728463172913,0.9998105764389038
6,25,0.1969761699438095,0.5953714847564697,0.8144182562828064
6,26,0.1909715086221695,0.5781922936439514,0.9364674091339111
6,27,0.1550620049238205,0.6589131355285645,0.8507593870162964
6,28,0.19075323641300201,0.6762704849243164,0.674547016620636
6,29,0.14267772436141968,0.6619672179222107,0.7470929622650146
6,30,0.1878865510225296,0.6921682953834534,0.4090116024017334
6,31,0.1503324806690216,0.6941418051719666,0.866814911365509
6,32,0.21165020763874054,0.6918273568153381,0.7020849585533142
7,0,0.23799628019332886,0.36363235116004944,0.9998117685317993
7,1,0.24214759469032288,0.35619017481803894,0.9993840456008911
7,2,0.24558743834495544,0.3562363386154175,0.9992998242378235
7,3,0.24861744046211243,0.3562537133693695,0.9995192885398865
7,4,0.23057681322097778,0.3557948172092438,0.9996669292449951
7,5,0.22621700167655945,0.35572385787963867,0.999681293964386
7,6,0.22188223898410797,0.3555903136730194,0.9997658729553223
7,7,0.24623048305511475,0.3595190942287445,0.9995514750480652
7,8,0.21173079311847687,0.35870715975761414,0.9994707107543945
7,9,0.24145375192165375,0.3713027238845825,0.9998832941055298
7,10,0.2288283109664917,0.37062007188796997,0.9999078512191772
7,11,0.28110945224761963,0.40752002596855164,0.9999713897705078
7,12,0.1574481725692749,0.4018837809562683,0.9999661445617676
7,13,0.3075018525123596,0.46525636315345764,0.8799888491630554
7,14,0.10434956848621368,0.43334725499153137,0.9792143106460571
7,15,0.2717050313949585,0.4794759452342987,0.9476034045219421
7,16,0.12034919112920761,0.48757052421569824,0.9807982444763184
7,17,0.2585204541683197,0.4911508858203888,0.9427488446235657
7,18,0.11638868600130081,0.5040247440338135,0.9667707085609436
7,19,0.25549954175949097,0.48614227771759033,0.949367105960846
7,20,0.12692923843860626,0.5008103847503662,0.9707194566726685
7,21,0.2582741379737854,0.4815632104873657,0.9182844161987305
7,22,0.13141798973083496,0.4953674376010895,0.9538871049880981
7,23,0.2295079529285431,0.5141640901565552,0.9998366236686707
7,24,0.16832982003688812,0.5077879428863525,0.9998286962509155
7,25,0.19801872968673706,0.5934495329856873,0.7425833344459534
7,26,0.19153226912021637,0.5802607536315918,0.9395994544029236
7,27,0.1527814418077469,0.6470750570297241,0.7694201469421387
7,28,0.2026328146457672,0.6856023669242859,0.7046998739242554
7,29,0.1398860365152359,0.6464224457740784,0.6765958070755005
7,30,0.20107685029506683,0.7077670693397522,0.4510948657989502
7,31,0.1427859663963318,0.6859169602394104,0.7885633707046509
7,32,0.22648778557777405,0.6902928948402405,0.729442298412323
8,0,0.23748795688152313,0.36170071363449097,0.9997806549072266
8,1,0.2417895495891571,0.35378962755203247,0.9993277192115784
8,2,0.2451534867286682,0.3537348508834839,0.9992346167564392
8,3,0.24842987954616547,0.3537043035030365,0.9994915723800659
8,4,0.22944463789463043,0.3538473844528198,0.9996437430381775
8,5,0.22468054294586182,0.354054719209671,0.9996675252914429
8,6,0.2202741801738739,0.3542448878288269,0.9997602701187134
8,7,0.2461087554693222,0.3570574223995209,0.9995247721672058
8,8,0.21021662652492523,0.35825616121292114,0.9994046092033386
8,9,0.24148881435394287,0.36964306235313416,0.9998795986175537
8,10,0.22847715020179749,0.36958256363868713,0.999904215335846
8,11,0.28362518548965454,0.40736135840415955,0.9999735355377197
8,12,0.1565721333026886,0.40349486470222473,0.9999682903289795
8,13,0.30754607915878296,0.46337389945983887,0.8841439485549927
8,14,0.11158213764429092,0.439083069562912,0.9701998233795166
8,15,0.2718861401081085,0.4918741285800934,0.9459425806999207
8,16,0.13119816780090332,0.48982566595077515,0.9767841100692749
8,17,0.2602733373641968,0.507902204990387,0.9388979077339172
8,18,0.12934201955795288,0.5062350034713745,0.9624223113059998
8,19,0.2564234435558319,0.5020198225975037,0.9457747340202332
8,20,0.13965880870819092,0.5035773515701294,0.9668019413948059
8,21,0.258013516664505,0.49636924266815186,0.9140526652336121
8,22,0.1435154229402542,0.4981270730495453,0.9473817944526672
8,23,0.23403428494930267,0.5165241360664368,0.9998508095741272
8,24,0.17221152782440186,0.5103991031646729,0.9998448491096497
8,25,0.19840627908706665,0.5958359837532043,0.6868639588356018
8,26,0.1920299232006073,0.5815445184707642,0.9403109550476074
8,27,0.15559780597686768,0.6331942677497864,0.6989274024963379
8,28,0.20843687653541565,0.6899795532226562,0.7300715446472168
8,29,0.1434345543384552,0.627113938331604,0.6148207783699036
8,30,0.2089119553565979,0.7084498405456543,0.4793033003807068
8,31,0.14223840832710266,0.670747697353363,0.720641016960144
8,32,0.22564588487148285,0.7003533244132996,0.7505040168762207
9,0,0.23709820210933685,0.3619860112667084,0.9997842907905579
9,1,0.24151283502578735,0.3546462953090668,0.9993492364883423
9,2,0.24511803686618805,0.3547496497631073,0.9992632865905762
9,3,0.24850842356681824,0.35481318831443787,0.9995133876800537
9,4,0.2291664481163025,0.3542332649230957,0.9996548891067505
9,5,0.2243274450302124,0.3542761206626892,0.9996827244758606
9,6,0.2198648452758789,0.35433104634284973,0.9997705817222595
9,7,0.24619199335575104,0.35833773016929626,0.9995496273040771
9,8,0.20991860330104828,0.35855627059936523,0.9994117021560669
9,9,0.2415168136358261,0.37009140849113464,0.9998858571052551
9,10,0.2283017933368683,0.36964190006256104,0.9999083876609802
9,11,0.2855653166770935,0.40821078419685364,0.9999757409095764
9,12,0.15673737227916718,0.40396252274513245,0.9999703168869019
9,13,0.3076833188533783,0.462434321641922,0.894645631313324
9,14,0.11784966289997101,0.4510159492492676,0.9688470959663391
9,15,0.27632132172584534,0.5020168423652649,0.9507352709770203
9,16,0.14501459896564484,0.49556806683540344,0.9764266014099121
9,17,0.26609891653060913,0.5194163918495178,0.9437741041183472
9,18,0.14462648332118988,0.5122218728065491,0.962451159954071
9,19,0.2576272785663605,0.5146661400794983,0.950130820274353
9,20,0.1536540538072586,0.5080080032348633,0.9666988253593445
9,21,0.2596378028392792,0.5084317922592163,0.9209718108177185
9,22,0.15740013122558594,0.5016166567802429,0.9468907713890076
9,23,0.24230676889419556,0.5168490409851074,0.9998643398284912
9,24,0.17814253270626068,0.5120646953582764,0.9998595714569092
9,25,0.21112403273582458,0.6046169400215149,0.6925875544548035
9,26,0.1920786052942276,0.5904737710952759,0.9447866082191467
9,27,0.16336318850517273,0.6218472123146057,0.6429668664932251
9,28,0.20353560149669647,0.691120445728302,0.7559756636619568
9,29,0.15173695981502533,0.611470639705658,0.5662374496459961
9,30,0.20019860565662384,0.7043299674987793,0.5168456435203552
9,31,0.14665301144123077,0.6553506851196289,0.675190269947052
9,32,0.217973530292511,0.7110632061958313,0.7735767364501953
10,0,0.23737698793411255,0.36375752091407776,0.9998021721839905
10,1,0.24173931777477264,0.35638225078582764,0.9994059205055237
10,2,0.2453109622001648,0.3565213084220886,0.9993276596069336
10,3,0.24864837527275085,0.3565860986709595,0.9995564222335815
10,4,0.2295023798942566,0.3558897376060486,0.9996845722198486
10,5,0.22465497255325317,0.3559253513813019,0.9997106790542603
10,6,0.22015255689620972,0.3559885323047638,0.9997907876968384
10,7,0.24644498527050018,0.3601534366607666,0.9995898008346558
10,8,0.2100398987531662,0.36025291681289673,0.999458909034729
10,9,0.24164679646492004,0.37175968289375305,0.9998959302902222
10,10,0.2285512387752533,0.3712715208530426,0.9999162554740906
10,11,0.28691351413726807,0.4097042977809906,0.9999778866767883
10,12,0.15684209764003754,0.41209667921066284,0.9999727010726929
10,13,0.30887898802757263,0.4629374146461487,0.9041550159454346
10,14,0.12542171776294708,0.463611900806427,0.9686203598976135
10,15,0.2835458517074585,0.5071352124214172,0.9550670385360718
10,16,0.1556595414876938,0.501425564289093,0.9766867756843567
10,17,0.2762848734855652,0.5244530439376831,0.9483140707015991
10,18,0.16034768521785736,0.5165113210678101,0.9632739424705505
10,19,0.26767170429229736,0.5211979746818542,0.9541578888893127
10,20,0.1685062050819397,0.5106537938117981,0.967417299747467
10,21,0.2678544521331787,0.5151745676994324,0.9275259971618652
10,22,0.17007052898406982,0.5046313405036926,0.9479536414146423
10,23,0.24549612402915955,0.5231133103370667,0.9998765587806702
10,24,0.18006975948810577,0.5187526345252991,0.9998728036880493
10,25,0.23005081713199615,0.6101047396659851,0.6923345327377319
10,26,0.19187626242637634,0.5991572141647339,0.9471540451049805
10,27,0.1839292347431183,0.6207616925239563,0.5930368900299072
10,28,0.19673500955104828,0.6895809769630432,0.7765829563140869
10,29,0.17398178577423096,0.6124081611633301,0.5220546722412109
10,30,0.19331248104572296,0.7005706429481506,0.5291723608970642
10,31,0.16798369586467743,0.6491661071777344,0.633923351764679
10,32,0.21106988191604614,0.7145206928253174,0.7902891635894775
11,0,0.2391795516014099,0.3650151491165161,0.9998192191123962
11,1,0.24288822710514069,0.3577146530151367,0.9994592070579529
11,2,0.24647210538387299,0.35782766342163086,0.9993883371353149
11,3,0.24966655671596527,0.35787972807884216,0.9995967745780945
11,4,0.23059208691120148,0.3572774827480316,0.9997124075889587
11,5,0.22532087564468384,0.35730916261672974,0.9997366666793823
11,6,0.22058597207069397,0.35735902190208435,0.9998094439506531
11,7,0.24715135991573334,0.3613743185997009,0.9996277093887329
11,8,0.21079090237617493,0.3614407181739807,0.9995037317276001
11,9,0.24350690841674805,0.3728625774383545,0.9999052286148071
11,10,0.23043452203273773,0.37249836325645447,0.9999234676361084
11,11,0.2884739935398102,0.4100630581378937,0.9999799132347107
11,12,0.1608325093984604,0.4156937599182129,0.9999747276306152
11,13,0.3114131987094879,0.4591198265552521,0.9119075536727905
11,14,0.13374198973178864,0.4730159044265747,0.9664833545684814
11,15,0.28996413946151733,0.5063360929489136,0.9584587216377258
11,16,0.17695310711860657,0.5026366710662842,0.9739576578140259
11,17,0.28541821241378784,0.522788941860199,0.9514832496643066
11,18,0.18986329436302185,0.51410311460495,0.9597999453544617
11,19,0.2799872159957886,0.5201852321624756,0.9569588303565979
11,20,0.19315408170223236,0.5060775279998779,0.9641133546829224
11,21,0.2789968252182007,0.5142974257469177,0.9321991801261902
11,22,0.19061969220638275,0.5020879507064819,0.9415484666824341
11,23,0.2491389662027359,0.5248558521270752,0.9998874068260193
11,24,0.1820727437734604,0.5208601951599121,0.9998844265937805
11,25,0.24289296567440033,0.6118417978286743,0.6828750967979431
11,26,0.19149833917617798,0.6017355918884277,0.9491034746170044
11,27,0.19898004829883575,0.6186708211898804,0.540907084941864
11,28,0.19425038993358612,0.6855819821357727,0.7918820381164551
11,29,0.18923591077327728,0.6142638325691223,0.4767824709415436
11,30,0.19048672914505005,0.6959666609764099,0.5297933220863342
11,31,0.18459871411323547,0.6463068723678589,0.5832833647727966
11,32,0.20734091103076935,0.7124922275543213,0.7992013096809387
12,0,0.2411831170320511,0.3647522032260895,0.9998353719711304
12,1,0.245270237326622,0.357585072517395,0.9995089173316956
12,2,0.24915701150894165,0.35774505138397217,0.999445378780365
12,3,0.25246599316596985,0.35783180594444275,0.9996339082717896
12,4,0.23228761553764343,0.35713210701942444,0.9997385740280151
12,5,0.22676199674606323,0.3573044538497925,0.9997613430023193
12,6,0.22181981801986694,0.357451468706131,0.9998270869255066
12,7,0.25098422169685364,0.36128732562065125,0.9996635913848877
12,8,0.2131824940443039,0.36151954531669617,0.9995495080947876
12,9,0.24588236212730408,0.3724422752857208,0.9999141097068787
12,10,0.23206385970115662,0.3724138140678406,0.9999305605888367
12,11,0.2913106679916382,0.4079764187335968,0.9999816417694092
12,12,0.1671285480260849,0.41534045338630676,0.9999765753746033
12,13,0.31717339158058167,0.4510607123374939,0.919588029384613
12,14,0.1416953057050705,0.47305360436439514,0.9692866802215576
12,15,0.29816746711730957,0.5034686326980591,0.9614771008491516
12,16,0.1887362152338028,0.49650838971138,0.9754689931869507
12,17,0.29515767097473145,0.517324686050415,0.9542276263237
12,18,0.20709171891212463,0.5028119087219238,0.9619849920272827
12,19,0.2908250689506531,0.5142247080802917,0.959386944770813
12,20,0.2085941731929779,0.4914133846759796,0.9658936262130737
12,21,0.2892630100250244,0.5092081427574158,0.93677818775177
12,22,0.20429226756095886,0.48797664046287537,0.9440096616744995
12,23,0.25436729192733765,0.5249027609825134,0.9998982548713684
12,24,0.18464186787605286,0.5211912393569946,0.9998956322669983
12,25,0.24720431864261627,0.605881929397583,0.7144181728363037
12,26,0.1863022744655609,0.6107329726219177,0.9538369178771973
12,27,0.22035419940948486,0.6244743466377258,0.5688027143478394
12,28,0.18600183725357056,0.6844592690467834,0.8120835423469543
12,29,0.21421878039836884,0.621155321598053,0.49057939648628235
12,30,0.1863623559474945,0.6951376795768738,0.5620916485786438
12,31,0.21258904039859772,0.6504051089286804,0.610787570476532
12,32,0.19610808789730072,0.7124913930892944,0.8177024126052856
13,0,0.2477322816848755,0.36178749799728394,0.9998425245285034
13,1,0.25195038318634033,0.35519787669181824,0.999536395072937
13,2,0.25570032000541687,0.35542359948158264,0.9994792938232422
13,3,0.2587495744228363,0.3554782569408417,0.9996541738510132
13,4,0.23903347551822662,0.35462895035743713,0.9997512102127075
13,5,0.23321861028671265,0.35475143790245056,0.9997761845588684
13,6,0.22807744145393372,0.35484549403190613,0.9998365640640259
13,7,0.25623971223831177,0.3587914705276489,0.999688982963562
13,8,0.21920400857925415,0.3587191700935364,0.999566912651062
13,9,0.2516218423843384,0.36925631761550903,0.999919593334198
13,10,0.23802897334098816,0.369221031665802,0.9999342560768127
13,11,0.29648467898368835,0.40383756160736084,0.9999828338623047
13,12,0.17355363070964813,0.41256022453308105,0.9999765157699585
13,13,0.32208478450775146,0.4440363049507141,0.9263833165168762
13,14,0.14856216311454773,0.47252997756004333,0.971727192401886
13,15,0.3079380393028259,0.4942295253276825,0.9643741846084595
13,16,0.2064489722251892,0.48271170258522034,0.9773225784301758
13,17,0.3075563907623291,0.5103018283843994,0.9567441940307617
13,18,0.22785338759422302,0.4831971824169159,0.9645673036575317
13,19,0.30318793654441833,0.5109053254127502,0.9616071581840515
13,20,0.2273722141981125,0.47356995940208435,0.9680887460708618
13,21,0.30087098479270935,0.5051230788230896,0.9408015012741089
13,22,0.22132930159568787,0.4723407030105591,0.9469184279441833
13,23,0.25966793298721313,0.5182667374610901,0.9999064803123474
13,24,0.18972750008106232,0.5186253190040588,0.9999035000801086
